lat,lon,timestep,count
47.643154,-122.145694,1,1
47.636603,-122.133101,1,1
47.634379,-122.14651,1,1
47.643511,-122.144499,1,1
47.641361,-122.140307,1,1
47.642473,-122.139166,1,1
47.643956,-122.13946,1,1
47.638409,-122.13552,1,1
47.637455,-122.13982,1,1
47.63857,-122.144442,1,1
47.641967,-122.137544,1,1
47.645758,-122.139657,1,1
47.639483,-122.139105,1,1
47.637157,-122.139767,1,1
47.641419,-122.131221,1,1
47.640053,-122.142313,1,1
47.638963,-122.140238,1,1
47.641615,-122.144627,1,1
47.63796,-122.138185,1,1
47.642945,-122.13893,1,1
47.646225,-122.144118,1,1
47.644711,-122.146333,1,1
47.646033,-122.139047,1,1
47.6373,-122.13982,1,1
47.637736,-122.137337,1,1
47.639867,-122.14101,1,2
47.642688,-122.137726,1,1
47.645611,-122.139002,1,1
47.639769,-122.140223,1,1
47.645769,-122.144351,1,1
47.638794,-122.136436,1,1
47.637488,-122.146317,1,1
47.645553,-122.141302,1,1
47.638101,-122.140735,1,1
47.647047,-122.145767,1,1
47.643661,-122.14071,1,1
47.644982,-122.139795,1,1
47.645322,-122.13973,1,1
47.643242,-122.139128,1,3
47.645487,-122.140571,1,1
47.644002,-122.137976,1,1
47.63888,-122.138238,1,1
47.638898,-122.145743,1,12
47.644754,-122.136116,1,3
47.638091,-122.142682,1,1
47.638621,-122.14079,1,1
47.640871,-122.141092,1,1
47.637984,-122.137727,1,1
47.644463,-122.137532,1,2
47.643726,-122.139852,1,1
47.645882,-122.139662,1,1
47.64679,-122.13774,1,1
47.644478,-122.144121,1,1
47.643765,-122.145669,1,2
47.647404,-122.146353,1,1
47.647053,-122.140343,1,1
47.638248,-122.138511,1,1
47.640448,-122.140248,1,1
47.64207,-122.141397,1,1
47.645421,-122.142666,1,1
47.646218,-122.144833,1,2
47.644,-122.137793,1,1
47.638773,-122.141995,1,1
47.647283,-122.137423,1,1
47.644858,-122.145087,1,1
47.641446,-122.141949,1,1
47.638199,-122.144922,1,1
47.638917,-122.140593,1,1
47.641822,-122.13816,1,1
47.642819,-122.141884,1,2
47.647123,-122.145519,1,1
47.641829,-122.143215,1,1
47.644108,-122.143543,1,1
47.640775,-122.146785,1,1
47.644552,-122.14339,1,1
47.647778,-122.138185,1,1
47.645733,-122.148036,1,1
47.642885,-122.133273,1,1
47.640479,-122.140311,1,1
47.645566,-122.144735,1,1
47.63976,-122.139565,1,1
47.644831,-122.140001,1,1
47.644792,-122.13975,1,1
47.638758,-122.13771,1,1
47.64567,-122.138684,1,1
47.638995,-122.138901,1,1
47.645178,-122.140248,1,1
47.648674,-122.141499,1,1
47.644146,-122.142157,1,1
47.645293,-122.144446,1,1
47.647963,-122.130912,1,1
47.645316,-122.143927,1,1
47.647263,-122.133914,1,1
47.643638,-122.14088,1,1
47.642069,-122.138818,1,1
47.64272,-122.141088,1,1
47.644347,-122.142446,1,1
47.645123,-122.136692,1,1
47.64679,-122.139083,1,1
47.649391,-122.140452,1,1
47.649428,-122.145144,1,1
47.645821,-122.14138,1,2
47.64555,-122.136938,1,1
47.6448,-122.145633,1,1
47.643823,-122.142456,1,1
